frame_idx,class,x1,y1,x2,y2
8,NO-Mask,902,76,1431,841
16,NO-Mask,1032,84,1658,847
16,NO-Hardhat,1039,74,1658,851
24,NO-Mask,854,66,1394,864
24,NO-Hardhat,854,59,1393,870
32,NO-Mask,868,49,1406,887
40,NO-Mask,862,40,1398,899
40,NO-Hardhat,861,38,1396,894
