ts,session_id,frame_idx,faces_in_frame,recognized_flag,unknown_flag,worker,confidence,x1,y1,x2,y2
1758352214.2119958,22d59e5b,0,1,1,0,anish,0.5263,921,188,1341,748
1758352214.214504,22d59e5b,0,2,1,0,anish,0.4613,921,188,1341,748
1758352214.214504,22d59e5b,0,2,1,0,anish,0.4613,919,179,1342,751
